sample_id,chart_id,chart_kind,phase4_split,question,target_series_name,target_semantic_label,construction_semantic_mode,x_grounding_mode,predicted_target_x,construction_target_x,x_grounding_error_pixels,detected_series_count,legend_entry_count,series_resolution_mode,series_color_distance,series_color_margin,line_crossing_near_target,local_overlap_fraction,series_column_coverage,axis_span,auto_status,auto_status_reason,oracle_status,oracle_status_reason,auto_column_value,auto_local_value,oracle_column_value,oracle_local_value,pseudo_gold,calibration_eval_eligible_unseen_to_phase1_train,parser_used_hidden_bbox_or_gold,masked_image_path,source_image_path,auto_column_absolute_error,auto_column_axis_normalized_error,auto_local_absolute_error,auto_local_axis_normalized_error,oracle_column_absolute_error,oracle_column_axis_normalized_error,oracle_local_absolute_error,oracle_local_axis_normalized_error
phase4_line_0023,2f84858d40ae59e95053cfdcf2a53a07182c1033873786b6e51911f93ab8e8de,multi_line,train,What is the value of Security service GPM % in 2022?,Security service GPM %,2022,direct_anchor,direct_anchor,699.5,699.5,0.0,2,4,auto_series,2.5,171.50999942912722,True,0.9333333333333333,1.0,100.95540551850618,ambiguous_series,local_overlap_with_other_series,ambiguous_series,local_overlap_with_other_series,,,,,63.0,1,0,phase4_masked_images/phase4_line_0023.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/815.jpg,,,,,,,,
phase4_line_0024,2fa0a7d0ebd348d498b0b6299368c17829b34933971a43dbed76d9c506a57ca4,multi_line,test,What is the value of ~Cognizant in 4QFY22?,~Cognizant,4QFY22,direct_anchor,direct_anchor,219.5,219.5,0.0,3,12,auto_series,5.67421865119182,57.26113005308243,False,0.0,1.0,40.39857981180303,success,,success,,29.71157014545301,29.698070260388878,29.71157014545301,29.698070260388878,30.0,1,0,phase4_masked_images/phase4_line_0024.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/9190.jpg,0.2884298545469903,0.007139603815050978,0.301929739611122,0.0074737711329869285,0.2884298545469903,0.007139603815050978,0.301929739611122,0.0074737711329869285
phase4_line_0025,2fa0a7d0ebd348d498b0b6299368c17829b34933971a43dbed76d9c506a57ca4,multi_line,test,What is the value of ~Cognizant in 3QFY23?,~Cognizant,3QFY23,direct_anchor,direct_anchor,530.0,530.0,0.0,3,12,auto_series,5.67421865119182,57.37746008941429,False,0.04950495049504951,1.0,40.39857981180303,success,,success,,25.49626429932579,25.495436396738345,25.49626429932579,25.495436396738345,26.0,1,0,phase4_masked_images/phase4_line_0025.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/9190.jpg,0.5037357006742091,0.012469143792204186,0.504563603261655,0.012489637150913889,0.5037357006742091,0.012469143792204186,0.504563603261655,0.012489637150913889
phase4_line_0026,2fa0a7d0ebd348d498b0b6299368c17829b34933971a43dbed76d9c506a57ca4,multi_line,test,What is the value of ~Cognizant in 1QFY24?,~Cognizant,1QFY24,direct_anchor,direct_anchor,738.0,738.0,0.0,3,12,auto_series,5.67421865119182,57.26113005308243,False,0.0,1.0,40.39857981180303,success,,success,,19.79990504780252,19.787405887095705,19.79990504780252,19.787405887095705,20.0,1,0,phase4_masked_images/phase4_line_0026.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/9190.jpg,0.20009495219748175,0.004953019465773921,0.21259411290429497,0.005262415508036807,0.20009495219748175,0.004953019465773921,0.21259411290429497,0.005262415508036807
phase4_line_0027,2fa0a7d0ebd348d498b0b6299368c17829b34933971a43dbed76d9c506a57ca4,multi_line,test,What is the value of ~Cognizant in 2QFY24?,~Cognizant,2QFY24,direct_anchor,direct_anchor,840.5,840.5,0.0,3,12,auto_series,5.67421865119182,57.26113005308243,False,0.0,1.0,40.39857981180303,success,,success,,16.154235126827626,16.11325701444596,16.154235126827626,16.11325701444596,16.0,1,0,phase4_masked_images/phase4_line_0027.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/9190.jpg,0.15423512682762563,0.00381783536812756,0.11325701444595992,0.0028034899982516278,0.15423512682762563,0.00381783536812756,0.11325701444595992,0.0028034899982516278
phase4_line_0028,2fa0a7d0ebd348d498b0b6299368c17829b34933971a43dbed76d9c506a57ca4,multi_line,test,What is the value of ~Cognizant in 3QFY22?,~Cognizant,3QFY22,direct_anchor,direct_anchor,115.5,115.5,0.0,3,12,auto_series,5.67421865119182,57.26113005308243,False,0.0,0.5196078431372549,40.39857981180303,success,,success,,27.88873518496556,27.901903402509397,27.88873518496556,27.901903402509397,28.0,1,0,phase4_masked_images/phase4_line_0028.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/9190.jpg,0.11126481503443841,0.002754176398100281,0.09809659749060273,0.002428218960854223,0.11126481503443841,0.002754176398100281,0.09809659749060273,0.002428218960854223
phase4_line_0029,30c0d5d99fc36fb3c96e9be1c9c47e15c1135e9037ffec297b22652d320f36d3,single_line,test,What is the value for 2024?,(20 February 2024),2024,direct_anchor,direct_anchor,504.0,504.0,0.0,1,4,single_line_implicit,,,False,0.0,0.6666666666666666,142.3443249115183,success,,,,153.11969256287148,153.13703799104536,,,150.33,1,0,phase4_masked_images/phase4_line_0029.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1044.jpg,2.7896925628714655,0.019598200101096742,2.8070379910453482,0.01972005552585403,,,,
phase4_line_0030,41bfb4e074dcc1b142ca6508a876e4a6b111873f59d94a2af726f7f9cd0eec7d,multi_line,train,What is the value of ~Surgical contribution in 4QFY22?,~Surgical contribution,4QFY22,direct_anchor,direct_anchor,548.0,597.0,49.0,2,3,auto_series,,,,,,40.25427720330244,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,48.85046723560947,48.800604784368744,57.0,1,0,phase4_masked_images/phase4_line_0030.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/6272.jpg,,,,,8.149532764390528,0.2024513500324866,8.199395215631256,0.20369003706663452
phase4_line_0031,430fc856acd67489214e939cda8bc73ef4017815e24f13d46ec22009ba852efd,multi_line,train,What is the value of ROE (%) in FY21?,ROE (%),FY21,direct_anchor,direct_anchor,484.0,484.0,0.0,2,3,auto_series,4.918572484367417,128.82849137469492,False,0.0,1.0,55.42905466481941,success,,success,,28.780331510803137,31.878817872484696,28.780331510803137,31.878817872484696,29.0,1,0,phase4_masked_images/phase4_line_0031.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5664.jpg,0.219668489196863,0.0039630567493023775,2.878817872484696,0.051936983047843124,0.219668489196863,0.0039630567493023775,2.878817872484696,0.051936983047843124
phase4_line_0032,430fc856acd67489214e939cda8bc73ef4017815e24f13d46ec22009ba852efd,multi_line,train,What is the value of ROE (%) in FY18?,ROE (%),FY18,direct_anchor,direct_anchor,165.5,165.5,0.0,2,3,auto_series,4.918572484367417,128.82849137469492,False,0.0,0.5480769230769231,55.42905466481941,success,,success,,30.284058690858522,30.373291919914088,30.284058690858522,30.373291919914088,30.8,1,0,phase4_masked_images/phase4_line_0032.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5664.jpg,0.5159413091414784,0.009308138344797429,0.42670808008591266,0.0076982745360934775,0.5159413091414784,0.009308138344797429,0.42670808008591266,0.0076982745360934775
phase4_line_0033,430fc856acd67489214e939cda8bc73ef4017815e24f13d46ec22009ba852efd,multi_line,train,What is the value of ROE (%) in FY20?,ROE (%),FY20,interpolated_semantic_target,direct_anchor,273.0,379.0,106.0,2,3,auto_series,,,,,,55.42905466481941,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,9.607809965096951,9.924299155151875,-11.7,1,0,phase4_masked_images/phase4_line_0033.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5664.jpg,,,,,21.30780996509695,0.3844159005407128,21.624299155151874,0.39012570728320084
phase4_line_0034,4f0ec49d1ae75953e5429ee20390b59b5c10823b2d36dd887a03151848dd6ac3,multi_line,test,What is the value of Tongyi Qianwen in Sep-23?,Tongyi Qianwen,Sep-23,direct_anchor,direct_anchor,536.0,174.0,362.0,3,12,auto_series,,,,,,9.99559221399397,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,ambiguous_series,similar_series_colors,,,,,4.75,1,0,phase4_masked_images/phase4_line_0034.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/6908.jpg,,,,,,,,
phase4_line_0035,4f0ec49d1ae75953e5429ee20390b59b5c10823b2d36dd887a03151848dd6ac3,multi_line,test,What is the value of Tiangong Al Assistant in Jan-24?,Tiangong Al Assistant,Jan-24,direct_anchor,direct_anchor,558.0,904.0,346.0,3,12,auto_series,,,,,,9.99559221399397,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,ambiguous_series,local_overlap_with_other_series,,,,,8.07,1,0,phase4_masked_images/phase4_line_0035.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/6908.jpg,,,,,,,,
phase4_line_0036,4f0ec49d1ae75953e5429ee20390b59b5c10823b2d36dd887a03151848dd6ac3,multi_line,test,What is the value of Tongyi Qianwen in Oct-23?,Tongyi Qianwen,Oct-23,direct_anchor,direct_anchor,536.0,357.0,179.0,3,12,auto_series,,,,,,9.99559221399397,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,ambiguous_series,similar_series_colors,,,,,5.41,1,0,phase4_masked_images/phase4_line_0036.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/6908.jpg,,,,,,,,
phase4_line_0037,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,multi_line,train,What is the value of 30 FY24 in 2QFY23?,30 FY24,2QFY23,interpolated_semantic_target,direct_anchor,929.5,450.5,479.0,3,4,auto_series,,,,,,41.60907336223649,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,-5.3032537349626665,-5.398103658687859,16.8,0,0,phase4_masked_images/phase4_line_0037.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5038.jpg,,,,,22.103253734962667,0.5312123522323646,22.19810365868786,0.5334919012840692
phase4_line_0038,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,multi_line,train,What is the value of 30 FY24 in 3QFY23?,30 FY24,3QFY23,direct_anchor,direct_anchor,547.0,547.0,0.0,3,4,auto_series,3.3643106714018693,98.54533400784696,False,0.0,1.0,41.60907336223649,success,,success,,12.5292062774244,12.639784670410382,12.5292062774244,12.639784670410382,12.7,0,0,phase4_masked_images/phase4_line_0038.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5038.jpg,0.1707937225755991,0.004104723051357541,0.060215329589617284,0.0014471682429791249,0.1707937225755991,0.004104723051357541,0.060215329589617284,0.0014471682429791249
phase4_line_0039,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,multi_line,train,What is the value of 30 FY24 in 1QFY24?,30 FY24,1QFY24,direct_anchor,direct_anchor,929.5,739.0,190.5,3,4,auto_series,,,,,,41.60907336223649,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,-5.3032537349626665,-5.398103658687859,-0.9,0,0,phase4_masked_images/phase4_line_0039.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5038.jpg,,,,,4.403253734962666,0.10582436423491627,4.498103658687858,0.10810391328662085
phase4_line_0040,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,multi_line,train,What is the value of 30 FY24 in 4QFY23?,30 FY24,4QFY23,interpolated_semantic_target,direct_anchor,929.5,641.0,288.5,3,4,auto_series,,,,,,41.60907336223649,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,-5.3032537349626665,-5.398103658687859,6.3,0,0,phase4_masked_images/phase4_line_0040.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5038.jpg,,,,,11.603253734962667,0.27886354579320033,11.69810365868786,0.2811430948449049
phase4_line_0041,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,multi_line,train,What is the value of 30 FY24 in 4QFY22?,30 FY24,4QFY22,interpolated_semantic_target,direct_anchor,929.5,262.5,667.0,3,4,auto_series,,,,,,41.60907336223649,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,-5.3032537349626665,-5.398103658687859,22.6,0,0,phase4_masked_images/phase4_line_0041.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5038.jpg,,,,,27.903253734962668,0.6706050262654267,27.99810365868786,0.6728845753171313
